SDA,sfy,demo,rgrp31,rgrp32,rgrp41,rgrp42,rgrp62,rgrp61,ord
Nueces SDA,2016,Black,0.0494505495,0.0316571131,0.0481927711,0.0256150994,0.0376390077,0.0151515152,4
Nueces SDA,2016,FFS,0.0659340659,0.0317873893,0.4578313253,0.6285810583,0.0881094953,0.0151515152,5
Nueces SDA,2016,Dual Eligible,0.0,0.0,0.2771084337,0.1139197843,0.5269461078,1.0,6
Nueces SDA,2016,Comorbidity Index,1.3846153846,0.5732152163,4.8072289157,2.0603303,5.3926432849,7.946969697,7
Nueces SDA,2017,N,241.0,7629.0,152.0,2605.0,1673.0,193.0,0
Nueces SDA,2017,Age,11.618049717,10.005155257,39.059803059,27.431286176,62.882583213,66.228343282,1
Nueces SDA,2017,Female,0.4647302905,0.5066194783,0.4671052632,0.4518234165,0.6210400478,0.7202072539,2
Nueces SDA,2017,White,0.1659751037,0.1262288635,0.1644736842,0.1251439539,0.1948595338,0.1865284974,3
Nueces SDA,2017,Black,0.0580912863,0.0306724341,0.0394736842,0.0349328215,0.0370591751,0.0207253886,4
Nueces SDA,2017,FFS,0.0497925311,0.0369642155,0.0986842105,0.5477927063,0.1081888822,0.0103626943,5
Nueces SDA,2017,Dual Eligible,0.0,0.0,0.2105263158,0.1439539347,0.5606694561,1.0,6
Nueces SDA,2017,Comorbidity Index,1.1493775934,0.5642941408,4.0131578947,2.294049904,5.0035863718,4.621761658,7
Nueces SDA,2018,N,193.0,4685.0,169.0,2374.0,1948.0,102.0,0
Nueces SDA,2018,Age,12.107201996,10.235679758,37.816449972,28.380636249,61.419112926,65.324903526,1
Nueces SDA,2018,Female,0.4870466321,0.5069370331,0.4319526627,0.4595619208,0.6504106776,0.6470588235,2
Nueces SDA,2018,White,0.1502590674,0.1376734258,0.224852071,0.1322662174,0.2125256674,0.2450980392,3
Nueces SDA,2018,Black,0.0621761658,0.0322305229,0.0532544379,0.0358045493,0.023100616,0.0490196078,4
Nueces SDA,2018,FFS,0.0,0.0093916756,0.1893491124,0.0947767481,0.1072895277,0.0196078431,5
Nueces SDA,2018,Dual Eligible,0.0,0.0,0.2485207101,0.1571187869,0.5215605749,1.0,6
Nueces SDA,2018,Comorbidity Index,1.4093264249,0.6051227321,3.7928994083,2.4085930918,4.7751540041,5.3431372549,7
Tarrant SDA,2013,N,132.0,4956.0,136.0,2780.0,1426.0,24.0,0
Tarrant SDA,2013,Age,12.055151434,9.0861278546,31.589264968,15.67355759,61.751466806,66.195417881,1
Tarrant SDA,2013,Female,0.4621212121,0.4860774818,0.4705882353,0.4341726619,0.7019635344,0.6666666667,2
Tarrant SDA,2013,White,0.4924242424,0.2366828087,0.4485294118,0.15,0.3800841515,0.2916666667,3
Tarrant SDA,2013,Black,0.196969697,0.1807909605,0.0955882353,0.0841726619,0.2903225806,0.1666666667,4
Tarrant SDA,2013,FFS,0.1893939394,0.1592009685,0.3970588235,0.7848920863,0.4109396914,0.1666666667,5
Tarrant SDA,2013,Dual Eligible,0.0,0.0,0.1838235294,0.0564748201,0.7538569425,0.6666666667,6
Tarrant SDA,2013,Comorbidity Index,1.4393939394,0.4917271994,2.7720588235,1.5050359712,5.5273492286,5.125,7
Tarrant SDA,2014,N,191.0,14275.0,152.0,5417.0,1384.0,115.0,0
Tarrant SDA,2014,Age,11.908691027,9.2855235699,34.623158216,25.868970096,61.636070473,55.382000633,1
Tarrant SDA,2014,Female,0.4712041885,0.4828721541,0.4736842105,0.4436034706,0.6726878613,0.6173913043,2
Tarrant SDA,2014,White,0.4240837696,0.2169527145,0.4342105263,0.2034336349,0.3684971098,0.4695652174,3
Tarrant SDA,2014,Black,0.2303664921,0.179474606,0.125,0.1720509507,0.2926300578,0.2695652174,4
Tarrant SDA,2014,FFS,0.0942408377,0.099474606,0.3026315789,0.5933173343,0.3880057803,0.0,5
Tarrant SDA,2014,Dual Eligible,0.0,7.00525e-05,0.1184210526,0.1342071257,0.7601156069,0.0347826087,6
Tarrant SDA,2014,Comorbidity Index,1.4502617801,0.4487565674,3.5,2.007384161,5.6112716763,7.1130434783,7
Tarrant SDA,2015,N,535.0,6799.0,427.0,3219.0,2856.0,91.0,0
Tarrant SDA,2015,Age,12.168897119,9.7383938084,29.896159465,15.234790339,61.019493363,54.371429066,1
Tarrant SDA,2015,Female,0.4803738318,0.4875717017,0.5105386417,0.4156570363,0.6754201681,0.6263736264,2
Tarrant SDA,2015,White,0.4971962617,0.212972496,0.3676814988,0.1227089158,0.3830532213,0.4065934066,3
Tarrant SDA,2015,Black,0.1757009346,0.1851742903,0.0796252927,0.0611991302,0.2443977591,0.2197802198,4
Tarrant SDA,2015,FFS,0.1121495327,0.0856008237,0.3770491803,0.7931034483,0.2482492997,0.010989011,5
Tarrant SDA,2015,Dual Eligible,0.0,0.0,0.0983606557,0.0736253495,0.6200980392,0.043956044,6
Tarrant SDA,2015,Comorbidity Index,1.3775700935,0.4943374026,3.2365339578,1.5812364088,5.1281512605,8.0549450549,7
Tarrant SDA,2016,N,299.0,8242.0,415.0,3686.0,54.0,35.0,0
Tarrant SDA,2016,Age,12.005083531,9.8842937876,28.432072453,17.683261044,64.114260285,67.030572401,1
Tarrant SDA,2016,Female,0.4648829431,0.4851977675,0.4409638554,0.4378730331,0.6666666667,0.6285714286,2
Tarrant SDA,2016,White,0.4682274247,0.2609803446,0.313253012,0.1508410201,0.3703703704,0.4,3
Tarrant SDA,2016,Black,0.1939799331,0.1727735986,0.1012048193,0.0599565925,0.2407407407,0.0857142857,4
Tarrant SDA,2016,FFS,0.1672240803,0.0899053628,0.5710843373,0.7536625068,0.4814814815,0.0285714286,5
Tarrant SDA,2016,Dual Eligible,0.0,0.0002426595,0.1542168675,0.1039066739,0.6296296296,0.6571428571,6
Tarrant SDA,2016,Comorbidity Index,1.3913043478,0.4970880854,3.3879518072,1.791101465,6.0185185185,7.3714285714,7
Tarrant SDA,2017,N,282.0,27779.0,304.0,5673.0,191.0,83.0,0
Tarrant SDA,2017,Age,12.312056663,9.7984786344,35.192895055,28.572748327,64.563561385,63.428314255,1
Tarrant SDA,2017,Female,0.5070921986,0.4899384427,0.5197368421,0.4965626653,0.6282722513,0.6987951807,2
Tarrant SDA,2017,White,0.4787234043,0.2518809172,0.375,0.2092367354,0.2931937173,0.2168674699,3
Tarrant SDA,2017,Black,0.1914893617,0.1618848771,0.125,0.1530054645,0.2251308901,0.3373493976,4
Tarrant SDA,2017,FFS,0.1489361702,0.034954462,0.1611842105,0.5475057289,0.2303664921,0.0120481928,5
Tarrant SDA,2017,Dual Eligible,0.0,0.0001079952,0.1480263158,0.1835007932,0.7434554974,0.6626506024,6
Tarrant SDA,2017,Comorbidity Index,1.3758865248,0.3554123619,3.9144736842,2.8810153358,5.3403141361,7.1084337349,7
Tarrant SDA,2018,N,486.0,25862.0,400.0,7117.0,347.0,95.0,0
Tarrant SDA,2018,Age,12.458909388,9.7101406746,35.04707531,24.770912054,62.557349818,65.97736963,1
Tarrant SDA,2018,Female,0.5349794239,0.4812079499,0.4675,0.4483630743,0.6340057637,0.6736842105,2
Tarrant SDA,2018,White,0.462962963,0.231613951,0.3575,0.199381762,0.1873198847,0.1473684211,3
Tarrant SDA,2018,Black,0.1687242798,0.1684711159,0.155,0.1598988338,0.2219020173,0.1263157895,4
Tarrant SDA,2018,FFS,0.0185185185,0.0085840229,0.1,0.0899255304,0.1498559078,0.0210526316,5
Tarrant SDA,2018,Dual Eligible,0.0,0.0001546671,0.125,0.1081916538,0.5590778098,0.6526315789,6
Tarrant SDA,2018,Comorbidity Index,1.3004115226,0.3888330369,3.6675,2.158634256,4.492795389,4.9684210526,7
Texas,2013,N,3525.0,38913.0,4287.0,34542.0,1999.0,770.0,0
Texas,2013,Age,12.049060916,9.9683182276,33.400471467,34.877747416,62.575288824,55.666974697,1
Texas,2013,Female,0.4459574468,0.4929971989,0.4742243993,0.5174570089,0.711855928,0.6701298701,2
Texas,2013,White,0.2819858156,0.1808393082,0.3097737345,0.2514909386,0.3516758379,0.3155844156,3
Texas,2013,Black,0.1994326241,0.1084984452,0.1772801493,0.1358635864,0.2911455728,0.4350649351,4
Texas,2013,FFS,0.0944680851,0.0928224501,0.3998133893,0.4810086272,0.380190095,0.0077922078,5
Texas,2013,Dual Eligible,0.0,7.70951e-05,0.1887100537,0.2523594465,0.7853926963,0.0415584416,6
Texas,2013,Comorbidity Index,1.3370212766,0.4741089096,3.0478189876,2.5035898327,5.4482241121,6.8545454545,7
Texas,2014,N,4444.0,53168.0,4736.0,43136.0,3945.0,475.0,0
Texas,2014,Age,11.890022425,9.8676219937,36.044001585,33.637247393,65.917879608,58.928253431,1
Texas,2014,Female,0.4545454545,0.495203882,0.4733952703,0.5065374629,0.6514575412,0.6568421053,2
Texas,2014,White,0.2824032403,0.1791303039,0.293285473,0.2230851261,0.255513308,0.3326315789,3
Texas,2014,Black,0.1775427543,0.1291942522,0.1820101351,0.1294742211,0.1145754119,0.28,4
Texas,2014,FFS,0.0724572457,0.0984802889,0.340160473,0.5152540801,0.2205323194,0.0147368421,5
Texas,2014,Dual Eligible,0.0002250225,7.52332e-05,0.2132601351,0.2279534496,0.7673003802,0.2063157895,6
Texas,2014,Comorbidity Index,1.3247074707,0.5132786639,3.1741976351,2.5004868323,5.14626109,7.2021052632,7
Texas,2015,N,5534.0,74215.0,6110.0,52611.0,10948.0,1221.0,0
Texas,2015,Age,11.720325185,10.103757658,34.700654952,35.476938407,64.656564966,69.599460799,1
Texas,2015,Female,0.4503071919,0.5044532776,0.4908346972,0.5263538043,0.6613993423,0.6773136773,2
Texas,2015,White,0.280809541,0.1909587011,0.279705401,0.2260363802,0.2505480453,0.2096642097,3
Texas,2015,Black,0.1436573907,0.1264030183,0.1451718494,0.143335044,0.140390939,0.067977068,4
Texas,2015,FFS,0.0829418142,0.0428754295,0.3454991817,0.450514151,0.1714468396,0.0139230139,5
Texas,2015,Dual Eligible,0.0,8.08462e-05,0.2212765957,0.2602307502,0.6863354037,0.8443898444,6
Texas,2015,Comorbidity Index,1.2262378027,0.4996564037,3.0762684124,2.7827450533,5.0178114724,6.2440622441,7
Texas,2016,N,5431.0,118742.0,6773.0,60757.0,9487.0,1748.0,0
Texas,2016,Age,11.645021101,10.076162616,35.211786811,33.885980834,65.060982576,71.872146771,1
Texas,2016,Female,0.4638188179,0.5017432753,0.4776317732,0.5174712379,0.6429851376,0.6607551487,2
Texas,2016,White,0.2760081016,0.174074885,0.2527683449,0.1981664664,0.1927901339,0.143020595,3
Texas,2016,Black,0.13459768,0.1336932172,0.1278606231,0.1325937752,0.0873827343,0.0778032037,4
Texas,2016,FFS,0.0918799484,0.0388236681,0.3866824155,0.465526606,0.1373458417,0.0114416476,5
Texas,2016,Dual Eligible,0.0,0.0001347459,0.2598553078,0.2283029116,0.6538420997,0.9113272311,6
Texas,2016,Comorbidity Index,1.2736144356,0.4730508161,3.7113539052,2.8418453841,5.3032570886,6.8318077803,7
Texas,2017,N,7493.0,157810.0,7133.0,73783.0,21254.0,3619.0,0
Texas,2017,Age,11.738788127,9.977359601,34.589576908,34.666779369,66.533378062,71.259628475,1
Texas,2017,Female,0.4808487922,0.4952791331,0.4735735315,0.5051028015,0.6337160064,0.6750483559,2
Texas,2017,White,0.2571733618,0.1722451049,0.2369269592,0.1867909952,0.1555001411,0.1395413098,3
Texas,2017,Black,0.1556119044,0.1428489956,0.1474835273,0.1616497025,0.070010351,0.116330478,4
Texas,2017,FFS,0.0964900574,0.0358405678,0.1310808916,0.4308987165,0.1467017973,0.0146449295,5
Texas,2017,Dual Eligible,0.0,5.06939e-05,0.1686527408,0.2115934565,0.7040086572,0.9684995855,6
Texas,2017,Comorbidity Index,1.1614840518,0.4314302009,3.214636198,2.7661792012,4.9146513597,5.2199502625,7
Texas,2018,N,8920.0,198450.0,7792.0,91921.0,27390.0,4791.0,0
Texas,2018,Age,11.595407996,10.048075614,35.405263386,32.262981083,66.160275086,72.702769299,1
Texas,2018,Female,0.4791479821,0.4964071555,0.4654774127,0.4972421971,0.640671778,0.6708411605,2
Texas,2018,White,0.2456278027,0.1727185689,0.2416581109,0.1844953819,0.1456370938,0.1383844709,3
Texas,2018,Black,0.134529148,0.1506374402,0.1518223819,0.1672958301,0.0750638919,0.05426842,4
Texas,2018,FFS,0.0125560538,0.008521038,0.1151180698,0.1020550255,0.1496166484,0.0100187852,5
Texas,2018,Dual Eligible,0.0,9.5742e-05,0.192761807,0.1796760262,0.6906170135,0.9563765393,6
Texas,2018,Comorbidity Index,1.1331838565,0.4380599647,3.3107032854,2.5122768464,4.8182548375,5.2940930912,7
Travis SDA,2013,N,185.0,1473.0,391.0,2657.0,,,0
Travis SDA,2013,Age,12.370108032,10.645580375,39.978875104,38.727644334,,,1
Travis SDA,2013,Female,0.4162162162,0.460964019,0.5217391304,0.504704554,,,2
Travis SDA,2013,White,0.3513513514,0.1683638832,0.3964194373,0.2856605194,,,3
Travis SDA,2013,Black,0.2378378378,0.2002715547,0.2097186701,0.2438840798,,,4
Travis SDA,2013,FFS,0.2324324324,0.1235573659,0.2531969309,0.4121189311,,,5
Travis SDA,2013,Dual Eligible,0.0,0.0006788866,0.2480818414,0.3545351901,,,6
Travis SDA,2013,Comorbidity Index,1.3081081081,0.7460964019,3.0792838875,2.8855852465,,,7
Travis SDA,2014,N,250.0,1294.0,658.0,2449.0,,29.0,0
Travis SDA,2014,Age,13.138959923,10.77846979,40.962583974,37.845504657,,55.171724517,1
Travis SDA,2014,Female,0.496,0.4690880989,0.4848024316,0.4916292364,,0.5862068966,2
Travis SDA,2014,White,0.376,0.1676970634,0.2781155015,0.2605144957,,0.4827586207,3
Travis SDA,2014,Black,0.18,0.1939721793,0.2507598784,0.2298897509,,0.1724137931,4
Travis SDA,2014,FFS,0.12,0.1476043277,0.23556231,0.4205798285,,0.0,5
Travis SDA,2014,Dual Eligible,0.0,0.0,0.2674772036,0.3519804002,,0.0344827586,6
Travis SDA,2014,Comorbidity Index,1.616,0.7959814529,3.1747720365,2.8031849735,,7.1724137931,7
Travis SDA,2015,N,330.0,5629.0,591.0,4412.0,22.0,19.0,0
Travis SDA,2015,Age,12.436515074,9.8211475558,38.901844709,42.434340849,61.519092213,58.72947472,1
Travis SDA,2015,Female,0.4333333333,0.5096820039,0.5211505922,0.5206255666,0.7727272727,0.5789473684,2
Travis SDA,2015,White,0.3090909091,0.1410552496,0.2876480541,0.2728921124,0.5454545455,0.2105263158,3
Travis SDA,2015,Black,0.1575757576,0.1030378398,0.2013536379,0.2180417044,0.1363636364,0.2105263158,4
Travis SDA,2015,FFS,0.1242424242,0.0390833185,0.1979695431,0.3610607434,0.0454545455,0.0,5
Travis SDA,2015,Dual Eligible,0.0,0.0003553029,0.2148900169,0.3640072529,0.8636363636,0.1052631579,6
Travis SDA,2015,Comorbidity Index,1.6515151515,0.3757328122,3.3536379019,2.8991387126,4.8636363636,7.4736842105,7
Travis SDA,2016,N,410.0,8359.0,594.0,5284.0,10.0,,0
Travis SDA,2016,Age,11.915365777,10.094699053,37.755454876,43.701056461,59.247000885,,1
Travis SDA,2016,Female,0.4536585366,0.5014953942,0.4848484848,0.5317940954,0.5,,2
Travis SDA,2016,White,0.2609756098,0.1593492045,0.2457912458,0.2698713096,0.3,,3
Travis SDA,2016,Black,0.1512195122,0.0904414404,0.1936026936,0.1854655564,0.4,,4
Travis SDA,2016,FFS,0.156097561,0.0398373011,0.3164983165,0.3147236942,0.0,,5
Travis SDA,2016,Dual Eligible,0.0,0.0003588946,0.2171717172,0.318319455,0.7,,6
Travis SDA,2016,Comorbidity Index,1.5585365854,0.3584160785,4.037037037,3.1595382286,6.2,,7
Travis SDA,2017,N,444.0,9255.0,310.0,4936.0,20.0,,0
Travis SDA,2017,Age,12.634121548,9.8058443363,34.819000201,40.910966777,65.272001076,,1
Travis SDA,2017,Female,0.5315315315,0.5021069692,0.4290322581,0.5026337115,0.65,,2
Travis SDA,2017,White,0.2725225225,0.1196110211,0.2419354839,0.2210291734,0.35,,3
Travis SDA,2017,Black,0.1418918919,0.0918422474,0.1741935484,0.1839546191,0.15,,4
Travis SDA,2017,FFS,0.1328828829,0.0403025392,0.1580645161,0.3452188006,0.15,,5
Travis SDA,2017,Dual Eligible,0.0,0.0001080497,0.1838709677,0.2603322528,0.7,,6
Travis SDA,2017,Comorbidity Index,1.472972973,0.3665045921,3.2032258065,2.9455024311,4.35,,7
Travis SDA,2018,N,344.0,10742.0,490.0,5616.0,38.0,,0
Travis SDA,2018,Age,12.633459225,10.043066395,36.723408508,40.400823033,65.178422426,,1
Travis SDA,2018,Female,0.5058139535,0.50698194,0.4673469388,0.5219017094,0.5789473684,,2
Travis SDA,2018,White,0.2674418605,0.141221374,0.2551020408,0.2261396011,0.3157894737,,3
Travis SDA,2018,Black,0.1773255814,0.0803388568,0.1448979592,0.1686253561,0.0263157895,,4
Travis SDA,2018,FFS,0.0174418605,0.0077266803,0.1448979592,0.1296296296,0.2105263158,,5
Travis SDA,2018,Dual Eligible,0.0,0.0001861851,0.2040816327,0.2414529915,0.7368421053,,6
Travis SDA,2018,Comorbidity Index,1.3575581395,0.3850307205,3.4204081633,2.8198005698,5.6578947368,,7
